Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp,Stage,Temp
,,678,6.52,196,7.54,678,8.67,677,9.55,678,10.3,678,11,677,11.74,678,12.34,677,13.01,678,13.62,678,14.21,677,14.76,678,15.29,678,15.77,677,16.26,678,16.72,677,17.17,677,17.57,677,17.99,677,18.33,678,18.71,677,19.06,677,19.39,677,19.72,677,20.01,677,20.31,677,20.57,677,20.86,677,21.14,677,21.39,678,21.67,677,21.97,677,22.28,677,22.64,677,23.01,677,23.35,677,23.69
,,678,6.52,195,7.54,678,8.67,678,9.55,678,10.3,678,11,678,11.74,678,12.34,677,13.01,678,13.62,677,14.21,678,14.76,678,15.3,678,15.76,677,16.25,678,16.73,677,17.17,678,17.57,677,17.97,677,18.35,677,18.71,677,19.05,677,19.39,677,19.72,677,20.01,677,20.31,677,20.58,677,20.87,677,21.13,677,21.39,677,21.67,677,21.97,677,22.28,677,22.64,677,23.01,677,23.35,677,23.69
,,678,6.52,195,7.56,677,8.67,678,9.56,678,10.31,678,11,678,11.74,678,12.35,678,13.02,678,13.63,678,14.22,678,14.78,677,15.3,677,15.76,677,16.25,677,16.73,678,17.17,678,17.56,678,17.97,677,18.35,677,18.73,677,19.05,677,19.39,677,19.73,677,20.01,677,20.31,677,20.58,677,20.87,677,21.14,677,21.39,677,21.67,677,21.97,677,22.28,677,22.65,677,23.01,677,23.35,677,23.69
,,678,6.54,195,7.56,678,8.67,678,9.56,678,10.31,678,11.01,678,11.74,677,12.35,678,13.02,678,13.63,678,14.22,677,14.77,678,15.28,678,15.78,678,16.26,677,16.73,677,17.17,677,17.57,677,17.98,677,18.35,677,18.73,677,19.05,678,19.39,677,19.73,677,20.01,677,20.31,677,20.58,677,20.86,677,21.14,677,21.39,677,21.67,677,21.97,677,22.28,677,22.65,677,23.01,677,23.34,677,23.7
,,678,6.54,196,7.57,678,8.67,678,9.56,678,10.32,678,11.01,678,11.74,678,12.36,678,13.02,678,13.63,678,14.22,678,14.77,678,15.28,677,15.78,677,16.26,677,16.73,677,17.17,677,17.57,677,17.98,677,18.35,677,18.72,677,19.05,677,19.4,677,19.73,677,20.01,677,20.31,677,20.58,677,20.86,677,21.13,677,21.39,677,21.68,677,21.98,677,22.29,677,22.65,677,23.02,677,23.35,677,23.7
,,678,6.54,196,7.57,678,8.67,677,9.55,678,10.32,678,11,678,11.74,678,12.36,678,13.01,678,13.63,678,14.22,678,14.77,678,15.3,678,15.78,677,16.26,677,16.72,677,17.17,677,17.56,677,17.98,677,18.34,678,18.72,677,19.07,677,19.4,677,19.73,677,20.01,677,20.31,677,20.59,677,20.86,677,21.13,677,21.39,677,21.68,677,21.98,677,22.29,677,22.65,677,23,677,23.35,677,23.69
,,678,6.54,196,7.57,678,8.67,678,9.55,678,10.32,678,11,678,11.75,678,12.36,678,13.01,678,13.64,677,14.22,678,14.77,678,15.3,678,15.78,677,16.26,677,16.73,677,17.17,678,17.56,677,17.98,677,18.35,677,18.72,678,19.07,677,19.4,677,19.73,677,20.02,677,20.31,677,20.59,677,20.86,677,21.13,677,21.39,677,21.68,678,21.97,677,22.29,677,22.65,677,23,677,23.34,677,23.69
,,677,6.54,196,7.57,677,8.67,678,9.55,678,10.32,677,11.01,678,11.75,678,12.36,678,13.02,678,13.64,678,14.22,678,14.77,677,15.3,677,15.78,677,16.26,678,16.73,678,17.17,677,17.56,678,17.99,677,18.35,677,18.7,677,19.06,677,19.4,677,19.73,677,20.02,677,20.32,677,20.58,677,20.86,677,21.13,677,21.39,677,21.68,677,21.97,677,22.29,677,22.65,677,23.01,677,23.34,677,23.69
,,678,6.54,195,7.58,678,8.67,678,9.55,678,10.31,678,11.01,678,11.74,678,12.37,678,13.02,678,13.64,678,14.22,677,14.77,678,15.3,678,15.78,678,16.26,677,16.72,677,17.17,677,17.56,677,17.99,677,18.34,677,18.7,677,19.06,678,19.39,677,19.73,677,20.01,677,20.32,677,20.58,677,20.86,677,21.13,677,21.4,677,21.68,677,21.97,677,22.29,677,22.65,677,23.01,677,23.35,677,23.69
,,678,6.54,196,7.58,678,8.67,678,9.56,678,10.31,678,11.01,678,11.74,678,12.37,678,13.02,677,13.64,678,14.22,678,14.78,678,15.3,677,15.79,677,16.27,677,16.72,677,17.17,677,17.57,677,17.98,677,18.34,677,18.72,677,19.06,677,19.39,677,19.73,677,20.01,677,20.31,677,20.59,677,20.87,677,21.13,677,21.4,677,21.68,677,21.97,677,22.29,677,22.65,677,23.01,677,23.35,677,23.7
,,678,6.54,196,7.59,678,8.67,677,9.56,678,10.32,678,11.01,677,11.74,678,12.35,678,13.02,678,13.64,677,14.22,678,14.78,678,15.3,677,15.79,678,16.27,677,16.73,677,17.17,678,17.57,677,17.98,677,18.35,677,18.72,677,19.06,677,19.4,677,19.73,677,20.01,677,20.31,677,20.59,677,20.87,677,21.14,677,21.4,677,21.68,677,21.98,677,22.29,677,22.66,677,23.01,677,23.36,677,23.7
,,678,6.55,196,7.59,678,8.68,678,9.56,678,10.32,678,11.01,678,11.74,678,12.35,678,13.03,678,13.64,677,14.22,678,14.77,678,15.3,677,15.78,677,16.26,677,16.73,678,17.18,678,17.57,677,17.99,678,18.35,677,18.73,678,19.07,677,19.4,677,19.73,677,20.01,677,20.32,677,20.58,677,20.87,677,21.14,677,21.38,677,21.68,677,21.98,677,22.29,677,22.65,677,23.02,677,23.36,677,23.69
,,677,6.56,196,7.6,677,8.69,678,9.56,678,10.33,677,11.03,678,11.75,678,12.37,678,13.03,678,13.65,678,14.22,678,14.77,677,15.3,678,15.78,678,16.26,677,16.73,678,17.17,677,17.57,678,17.99,677,18.35,677,18.73,677,19.07,677,19.4,677,19.73,677,20.02,677,20.32,677,20.58,677,20.87,677,21.14,677,21.38,677,21.68,677,21.97,677,22.29,677,22.65,677,23.02,677,23.36,677,23.69
,,678,6.56,196,7.6,678,8.69,678,9.56,678,10.33,678,11.03,678,11.75,677,12.37,678,13.02,678,13.65,678,14.22,677,14.78,678,15.31,678,15.78,678,16.26,677,16.73,677,17.17,677,17.57,677,17.99,677,18.35,677,18.72,677,19.07,677,19.4,677,19.73,677,20.02,677,20.32,677,20.58,677,20.87,677,21.14,677,21.39,677,21.68,677,21.97,677,22.29,677,22.65,677,23.03,677,23.36,677,23.7
,,678,6.54,196,7.6,678,8.67,678,9.56,677,10.33,678,11.02,678,11.75,678,12.38,678,13.02,677,13.64,678,14.22,678,14.78,678,15.31,677,15.78,677,16.26,677,16.74,677,17.17,677,17.57,677,17.98,677,18.35,677,18.72,677,19.07,677,19.4,677,19.73,677,20.01,677,20.31,677,20.58,677,20.87,677,21.14,677,21.39,677,21.68,677,21.98,677,22.29,677,22.65,677,23.03,677,23.35,677,23.7
,,678,6.54,196,7.6,678,8.67,677,9.58,678,10.33,678,11.02,677,11.74,678,12.38,678,13.02,678,13.64,678,14.23,677,14.78,678,15.31,678,15.79,678,16.26,677,16.74,677,17.17,678,17.58,677,17.98,677,18.35,677,18.71,677,19.08,677,19.4,677,19.73,677,20.02,677,20.31,677,20.59,677,20.88,677,21.14,677,21.39,677,21.68,677,21.98,677,22.29,677,22.65,677,23.02,677,23.35,677,23.7
,,678,6.56,195,7.6,678,8.68,678,9.58,678,10.33,678,11.02,678,11.74,678,12.38,677,13.02,678,13.64,677,14.23,678,14.78,678,15.31,678,15.79,677,16.26,678,16.74,677,17.16,678,17.58,677,17.97,677,18.36,677,18.71,678,19.08,677,19.4,677,19.73,677,20.02,677,20.31,677,20.59,677,20.88,677,21.13,677,21.39,677,21.68,677,21.98,677,22.29,677,22.65,677,23.02,677,23.36,677,23.7
,,677,6.56,195,7.6,678,8.68,678,9.58,678,10.33,677,11.02,678,11.76,678,12.37,678,13.03,678,13.65,678,14.23,678,14.79,677,15.31,678,15.79,677,16.26,677,16.74,678,17.16,677,17.58,678,17.97,677,18.36,677,18.72,677,19.07,677,19.4,677,19.73,677,20.01,677,20.31,677,20.59,677,20.87,677,21.13,677,21.41,677,21.68,677,21.98,677,22.28,677,22.66,677,23.02,677,23.36,677,23.7
,,678,6.57,195,7.6,678,8.7,678,9.58,678,10.33,678,11.03,678,11.76,677,12.37,678,13.03,678,13.65,678,14.23,677,14.79,678,15.31,678,15.78,678,16.26,677,16.74,677,17.18,677,17.58,677,17.98,677,18.36,677,18.72,677,19.07,677,19.4,677,19.73,677,20.01,677,20.3,677,20.59,678,20.87,677,21.15,677,21.41,677,21.68,677,21.98,677,22.28,677,22.66,677,23.02,677,23.37,677,23.7
,,678,6.57,195,7.6,678,8.7,678,9.59,677,10.32,678,11.03,678,11.76,678,12.37,678,13.03,678,13.63,678,14.24,678,14.78,678,15.32,677,15.78,678,16.26,677,16.74,677,17.18,677,17.58,677,17.98,677,18.36,677,18.72,677,19.08,677,19.39,677,19.72,677,20.02,677,20.3,677,20.59,677,20.87,677,21.15,677,21.4,677,21.68,677,21.98,677,22.3,677,22.66,677,23.02,677,23.37,677,23.7
,,678,6.57,196,7.6,678,8.7,677,9.59,678,10.32,678,11.04,677,11.76,678,12.37,678,13.03,678,13.63,678,14.24,678,14.78,678,15.32,677,15.78,677,16.27,677,16.73,678,17.18,677,17.58,677,17.99,677,18.36,678,18.72,677,19.07,677,19.39,677,19.72,677,20.02,677,20.32,677,20.58,677,20.87,677,21.14,677,21.4,677,21.68,677,21.98,677,22.3,677,22.66,677,23.02,677,23.37,677,23.7
,,678,6.57,196,7.61,678,8.7,678,9.59,678,10.34,678,11.04,678,11.76,678,12.38,678,13.02,678,13.65,677,14.23,678,14.79,678,15.32,677,15.78,677,16.27,677,16.73,677,17.18,678,17.57,677,17.99,677,18.36,677,18.73,677,19.07,677,19.4,678,19.73,677,20.02,677,20.32,677,20.58,677,20.87,677,21.14,677,21.39,677,21.69,677,21.98,677,22.3,677,22.66,677,23.02,677,23.37,677,23.7
,,678,6.57,196,7.61,677,8.7,678,9.6,678,10.34,678,11.04,678,11.76,678,12.38,678,13.02,678,13.65,678,14.23,678,14.79,677,15.31,678,15.79,677,16.27,677,16.75,678,17.19,677,17.57,678,17.99,677,18.36,677,18.73,677,19.07,677,19.4,677,19.73,677,20.02,677,20.32,677,20.58,677,20.88,677,21.15,677,21.39,677,21.69,677,21.99,677,22.3,677,22.66,677,23.02,677,23.36,677,23.7
,,678,6.57,196,7.62,678,8.7,678,9.6,678,10.34,678,11.04,678,11.76,677,12.39,678,13.03,678,13.66,678,14.24,677,14.8,678,15.31,677,15.79,678,16.27,677,16.75,677,17.19,677,17.59,677,17.99,677,18.36,677,18.72,677,19.07,678,19.4,677,19.74,677,20.02,677,20.32,677,20.58,677,20.88,677,21.15,677,21.4,677,21.7,677,21.99,677,22.3,677,22.67,677,23.03,677,23.36,677,23.7
,,678,6.58,196,7.62,678,8.71,678,9.59,677,10.34,678,11.04,678,11.76,678,12.39,678,13.03,677,13.66,678,14.24,678,14.8,678,15.32,677,15.8,678,16.28,677,16.74,677,17.19,678,17.57,677,17.99,677,18.37,677,18.72,677,19.07,677,19.4,677,19.74,677,20.02,677,20.32,677,20.6,677,20.87,677,21.15,677,21.4,677,21.7,677,21.99,677,22.3,677,22.67,677,23.03,677,23.36,677,23.7
,,678,6.58,195,7.62,678,8.71,677,9.59,678,10.34,678,11.04,677,11.76,678,12.39,678,13.03,678,13.66,678,14.23,678,14.8,678,15.32,678,15.8,677,16.28,677,16.74,677,17.19,677,17.57,677,17.99,677,18.37,678,18.73,677,19.07,677,19.41,677,19.74,677,20.02,677,20.32,677,20.6,677,20.87,677,21.14,677,21.41,677,21.69,677,21.99,677,22.3,677,22.67,677,23.03,677,23.36,677,23.7
,,678,6.58,196,7.62,678,8.71,678,9.6,678,10.34,678,11.04,678,11.76,678,12.39,678,13.03,678,13.66,677,14.23,678,14.8,678,15.32,678,15.8,677,16.28,677,16.74,677,17.19,678,17.57,677,17.99,678,18.36,677,18.73,677,19.08,677,19.41,678,19.74,677,20.02,677,20.32,677,20.59,677,20.87,677,21.14,677,21.41,677,21.69,678,21.99,677,22.3,677,22.67,677,23.03,677,23.36,677,23.7
,,677,6.58,195,7.63,677,8.71,678,9.6,678,10.34,677,11.04,678,11.76,678,12.38,678,13.03,678,13.65,678,14.24,678,14.8,677,15.32,678,15.8,678,16.28,677,16.74,678,17.19,677,17.57,678,17.99,677,18.36,677,18.73,677,19.08,677,19.42,677,19.74,677,20.03,677,20.32,677,20.59,677,20.87,677,21.14,677,21.4,677,21.69,677,21.98,677,22.31,677,22.67,677,23.03,677,23.36,677,23.7
,,678,6.58,195,7.63,678,8.71,678,9.61,678,10.34,678,11.05,678,11.76,677,12.38,678,13.03,678,13.65,678,14.24,677,14.8,677,15.33,678,15.8,678,16.27,677,16.74,677,17.19,677,17.58,677,17.99,677,18.36,677,18.71,677,19.08,677,19.42,677,19.74,677,20.03,677,20.33,677,20.61,677,20.88,677,21.14,677,21.4,677,21.69,677,21.98,677,22.31,677,22.67,677,23.02,677,23.36,677,23.71
,,678,6.58,195,7.63,678,8.71,678,9.61,678,10.35,678,11.05,678,11.77,678,12.39,678,13.03,678,13.67,678,14.26,678,14.8,678,15.33,677,15.8,677,16.27,677,16.74,678,17.19,677,17.58,677,17.99,677,18.36,677,18.71,677,19.08,677,19.41,677,19.74,677,20.02,677,20.33,677,20.61,677,20.88,677,21.16,677,21.4,677,21.69,677,21.99,677,22.3,677,22.67,677,23.02,677,23.36,677,23.71
,,678,6.58,196,7.63,678,8.72,677,9.61,678,10.35,678,11.05,678,11.77,678,12.39,678,13.04,678,13.67,678,14.26,678,14.81,678,15.34,678,15.81,678,16.27,677,16.74,677,17.18,677,17.59,677,17.99,677,18.36,678,18.73,677,19.07,677,19.41,677,19.74,677,20.02,677,20.32,677,20.6,677,20.87,677,21.16,677,21.41,677,21.69,677,21.99,677,22.3,677,22.67,677,23.01,677,23.36,677,23.69
,,678,6.58,196,7.64,678,8.71,678,9.61,678,10.35,678,11.06,678,11.78,678,12.39,677,13.04,678,13.67,677,14.26,678,14.81,678,15.34,678,15.81,677,16.27,678,16.75,677,17.18,678,17.59,677,17.99,678,18.36,677,18.73,678,19.07,677,19.42,677,19.74,677,20.03,677,20.32,677,20.6,677,20.87,677,21.15,677,21.41,677,21.69,677,21.99,677,22.31,677,22.67,677,23.01,677,23.38,677,23.69
,,677,6.58,196,7.64,678,8.71,678,9.61,678,10.35,678,11.06,678,11.79,678,12.39,678,13.04,678,13.67,678,14.25,678,14.81,677,15.33,678,15.8,677,16.29,678,16.75,678,17.18,677,17.59,678,18,677,18.36,677,18.73,677,19.08,677,19.42,677,19.74,677,20.03,677,20.33,677,20.61,677,20.89,677,21.15,677,21.4,677,21.69,677,21.99,677,22.31,677,22.67,677,23.04,677,23.38,677,23.71
,,678,6.57,195,7.64,678,8.71,678,9.61,678,10.35,678,11.06,678,11.79,677,12.4,678,13.04,678,13.67,678,14.25,677,14.81,677,15.33,678,15.8,678,16.29,677,16.75,677,17.19,677,17.59,677,18,677,18.37,677,18.73,677,19.08,677,19.41,677,19.74,677,20.03,677,20.33,677,20.61,677,20.89,677,21.16,677,21.4,677,21.69,677,21.99,677,22.32,677,22.67,677,23.04,677,23.37,677,23.71
,,678,6.57,196,7.64,678,8.71,678,9.63,678,10.35,678,11.06,678,11.75,678,12.4,678,13.05,677,13.67,678,14.25,678,14.81,678,15.34,677,15.81,677,16.28,677,16.75,677,17.19,678,17.59,677,18,677,18.37,677,18.74,677,19.08,677,19.41,677,19.74,678,20.03,677,20.33,677,20.61,677,20.88,677,21.16,677,21.4,677,21.69,677,21.99,677,22.32,677,22.67,677,23.03,677,23.37,677,23.71
,,678,6.59,195,7.65,678,8.71,677,9.63,678,10.34,678,11.05,677,11.75,678,12.4,678,13.05,678,13.67,678,14.25,678,14.81,678,15.34,678,15.81,678,16.28,677,16.74,677,17.17,678,17.59,677,17.99,677,18.37,678,18.74,677,19.08,677,19.41,677,19.74,677,20.03,677,20.33,677,20.61,677,20.88,677,21.15,677,21.4,677,21.69,677,22,677,22.3,677,22.67,677,23.03,677,23.38,677,23.71
,,678,6.59,196,7.64,678,8.71,678,9.63,678,10.35,678,11.05,678,11.77,678,12.4,677,13.05,678,13.67,677,14.25,678,14.81,677,15.34,678,15.81,677,16.28,677,16.74,677,17.17,678,17.59,677,17.99,678,18.37,677,18.74,677,19.08,677,19.41,677,19.74,677,20.02,677,20.33,677,20.61,677,20.89,677,21.15,677,21.41,677,21.69,677,22,677,22.31,677,22.66,677,23.04,677,23.38,677,23.71
,,625,6.6,195,7.64,678,8.73,678,9.63,678,10.35,678,11.07,678,11.77,678,12.4,678,13.05,678,13.67,678,14.25,678,14.81,677,15.34,678,15.81,625,16.28,677,16.74,678,17.19,677,17.59,678,17.99,677,18.38,677,18.74,677,19.08,677,19.41,677,19.74,677,20.02,677,20.32,677,20.61,677,20.89,677,21.15,677,21.41,677,21.69,677,22,677,22.31,677,22.66,677,23.04,677,23.37,677,23.71
,,625,6.6,195,7.64,678,8.73,678,9.63,678,10.34,625,11.07,678,11.79,677,12.39,678,13.05,625,13.66,678,14.26,677,14.81,677,15.34,677,15.81,625,16.29,677,16.74,678,17.19,677,17.59,677,17.99,677,18.38,677,18.73,677,19.08,677,19.42,624,19.74,677,20.01,677,20.32,677,20.61,677,20.88,677,21.15,677,21.41,677,21.69,677,22,634,22.3,677,22.68,677,23.05,677,23.37,677,23.71
,,625,6.6,196,7.64,678,8.74,678,9.63,625,10.34,625,11.07,678,11.79,678,12.39,678,13.05,624,13.66,678,14.26,677,14.81,678,15.34,624,15.81,625,16.29,677,16.75,677,17.19,677,17.59,624,18,625,18.37,677,18.73,677,19.08,677,19.42,624,19.74,677,20.01,677,20.32,677,20.61,677,20.88,677,21.15,624,21.41,677,21.69,677,22,624,22.3,677,22.68,677,23.05,624,23.38,677,23.71
,,625,6.6,196,7.66,678,8.74,678,9.63,625,10.36,625,11.07,624,11.78,625,12.39,625,13.05,625,13.68,625,14.26,625,14.82,678,15.34,625,15.81,625,16.29,650,16.75,624,17.19,625,17.6,624,18,624,18.37,678,18.74,624,19.08,624,19.4,624,19.73,677,20.04,624,20.32,677,20.61,677,20.89,677,21.15,624,21.41,677,21.68,624,22,624,22.3,677,22.68,624,23.04,624,23.38,677,23.71
,,625,6.61,196,7.66,625,8.74,625,9.63,625,10.36,625,11.06,625,11.78,625,12.39,624,13.05,625,13.68,624,14.26,625,14.82,625,15.34,625,15.81,624,16.29,625,16.75,625,17.19,625,17.6,624,18,624,18.38,677,18.74,624,19.08,624,19.4,624,19.73,624,20.04,624,20.33,624,20.61,677,20.89,624,21.16,624,21.41,642,21.68,625,21.99,624,22.3,624,22.68,624,23.04,624,23.38,624,23.71
,,625,6.61,196,7.66,625,8.74,625,9.63,625,10.35,624,11.06,625,11.78,625,12.4,625,13.05,625,13.68,625,14.27,625,14.82,625,15.34,625,15.81,625,16.29,624,16.75,625,17.19,624,17.6,625,18,624,18.38,624,18.73,625,19.08,624,19.41,625,19.75,624,20.03,624,20.33,624,20.61,624,20.89,624,21.16,624,21.41,624,21.69,624,21.99,624,22.32,624,22.68,624,23.04,624,23.38,624,23.72
,,908,6.61,195,7.66,625,8.74,625,9.65,625,10.35,625,11.07,625,11.78,624,12.4,625,13.05,625,13.68,625,14.27,624,14.82,625,15.34,625,15.81,909,16.28,624,16.76,625,17.2,624,17.6,624,18,624,18.38,624,18.73,624,19.08,624,19.41,624,19.75,624,20.03,624,20.34,624,20.6,624,20.89,624,21.16,624,21.41,624,21.69,624,22,624,22.32,624,22.68,624,23.04,624,23.38,624,23.72
,,909,6.61,195,7.67,625,8.74,625,9.65,625,10.36,908,11.07,625,11.79,625,12.41,625,13.05,908,13.69,625,14.27,625,14.82,625,15.34,624,15.81,908,16.28,624,16.76,625,17.2,624,17.6,624,18,624,18.38,624,18.74,624,19.08,624,19.42,624,19.75,624,20.04,624,20.34,624,20.6,624,20.89,624,21.17,624,21.41,624,21.69,624,22,624,22.32,624,22.68,624,23.05,624,23.38,624,23.71
,,909,6.61,196,7.67,625,8.75,625,9.64,625,10.36,909,11.08,624,11.79,625,12.41,625,13.04,908,13.69,625,14.27,625,14.8,625,15.33,908,15.82,908,16.29,624,16.76,625,17.2,624,17.6,907,18,908,18.37,625,18.74,624,19.08,624,19.42,908,19.75,624,20.04,624,20.33,624,20.61,624,20.88,624,21.17,624,21.41,624,21.69,624,22,907,22.32,624,22.68,624,23.05,907,23.38,624,23.71
,,909,6.61,178,7.67,625,8.75,625,9.64,908,10.36,908,11.08,625,11.8,909,12.41,908,13.04,909,13.7,908,14.27,909,14.8,908,15.33,908,15.82,908,16.29,625,16.75,625,17.2,625,17.6,908,18,908,18.37,624,18.74,624,19.08,907,19.42,908,19.75,624,20.04,624,20.33,624,20.61,624,20.88,624,21.15,907,21.41,624,21.71,908,22,907,22.32,905,22.69,624,23.05,907,23.38,624,23.71
,,908,6.62,178,7.67,908,8.75,908,9.65,908,10.36,908,11.08,908,11.8,908,12.41,908,13.05,908,13.7,908,14.27,908,14.82,908,15.34,908,15.82,908,16.29,908,16.75,908,17.2,908,17.59,908,18,908,18.39,624,18.74,625,19.09,908,19.42,908,19.75,907,20.04,625,20.33,624,20.61,624,20.89,907,21.15,907,21.41,907,21.71,907,22,908,22.32,907,22.69,908,23.05,907,23.38,908,23.71
,,909,6.62,178,7.67,908,8.75,909,9.65,908,10.37,908,11.08,909,11.79,908,12.41,909,13.05,908,13.68,908,14.27,908,14.82,908,15.34,908,15.82,908,16.29,908,16.75,908,17.2,908,17.59,908,18,907,18.38,624,18.74,907,19.09,907,19.43,908,19.75,907,20.04,907,20.33,624,20.61,907,20.89,907,21.15,908,21.41,907,21.7,907,21.99,907,22.32,907,22.69,907,23.04,907,23.39,907,23.71
,,908,6.62,178,7.67,909,8.76,908,9.65,908,10.37,908,11.08,909,11.79,908,12.41,908,13.06,908,13.68,908,14.28,908,14.82,908,15.35,908,15.82,908,16.3,908,16.75,908,17.2,908,17.6,908,18.01,908,18.38,908,18.73,907,19.09,908,19.43,907,19.75,907,20.04,907,20.34,907,20.62,908,20.89,907,21.15,907,21.41,907,21.7,907,21.99,907,22.32,907,22.69,907,23.04,908,23.39,907,23.71
,,909,6.63,178,7.68,909,8.77,909,9.65,909,10.36,909,11.08,908,11.79,908,12.42,908,13.06,908,13.68,908,14.28,908,14.82,909,15.35,908,15.82,908,16.3,908,16.75,908,17.2,908,17.6,908,18.01,908,18.38,908,18.73,908,19.09,908,19.42,907,19.75,908,20.04,907,20.34,907,20.62,907,20.89,907,21.16,907,21.41,907,21.7,907,22,907,22.32,907,22.68,907,23.04,907,23.37,907,23.71
,,909,6.63,178,7.68,908,8.77,908,9.66,908,10.36,908,11.07,908,11.79,909,12.42,908,13.05,909,13.68,908,14.27,909,14.82,908,15.35,908,15.81,908,16.3,908,16.75,908,17.21,908,17.61,908,18,908,18.38,908,18.74,908,19.09,907,19.42,908,19.75,907,20.04,907,20.33,908,20.61,907,20.89,908,21.16,907,21.42,908,21.7,908,22,907,22.32,907,22.68,907,23.03,907,23.37,907,23.71
,,908,6.62,178,7.67,908,8.76,909,9.66,909,10.37,908,11.09,909,11.79,908,12.41,908,13.05,908,13.69,908,14.27,908,14.82,908,15.35,908,15.81,908,16.3,908,16.76,909,17.2,908,17.61,908,18,908,18.38,908,18.74,908,19.09,907,19.42,908,19.76,907,20.04,908,20.33,907,20.61,907,20.89,907,21.16,907,21.42,907,21.71,907,22.01,908,22.32,907,22.69,908,23.03,907,23.38,908,23.71
,,908,6.62,677,7.68,908,8.76,909,9.66,909,10.37,909,11.09,908,11.79,908,12.41,909,13.06,908,13.69,908,14.27,908,14.82,908,15.35,908,15.83,908,16.3,908,16.76,908,17.2,908,17.6,908,18.01,907,18.38,907,18.74,908,19.09,908,19.42,908,19.76,907,20.04,907,20.34,907,20.61,907,20.9,907,21.16,908,21.41,907,21.71,907,22.01,907,22.32,907,22.69,907,23.03,907,23.38,907,23.72
,,909,6.64,678,7.68,909,8.75,909,9.66,908,10.37,908,11.08,909,11.79,908,12.42,908,13.06,908,13.69,909,14.27,908,14.82,908,15.35,908,15.83,908,16.3,908,16.75,908,17.2,908,17.6,908,18.01,908,18.38,908,18.74,907,19.09,908,19.42,907,19.75,907,20.03,908,20.34,907,20.61,908,20.9,907,21.17,907,21.41,907,21.7,907,22.01,907,22.32,907,22.69,907,23.03,907,23.38,907,23.72
,,909,6.64,678,7.67,909,8.75,908,9.66,909,10.37,909,11.08,908,11.78,908,12.42,908,13.06,908,13.7,908,14.28,908,14.82,909,15.36,908,15.83,908,16.31,908,16.75,908,17.2,908,17.61,908,18.01,908,18.38,908,18.74,908,19.09,908,19.42,908,19.75,908,20.04,908,20.34,908,20.63,907,20.9,907,21.17,908,21.41,907,21.7,907,22.01,907,22.32,907,22.69,907,23.04,907,23.38,907,23.72
,,909,6.64,678,7.67,908,8.77,908,9.66,908,10.37,908,11.09,909,11.78,909,12.42,908,13.06,908,13.7,908,14.28,908,14.82,908,15.36,908,15.83,908,16.31,908,16.76,908,17.18,908,17.61,908,18,908,18.38,908,18.74,908,19.09,907,19.42,908,19.76,908,20.04,908,20.33,908,20.63,907,20.9,908,21.16,907,21.41,908,21.71,908,22,907,22.32,907,22.69,907,23.04,907,23.39,907,23.72
,,908,6.64,678,7.68,909,8.77,908,9.66,909,10.36,908,11.09,908,11.79,908,12.44,908,13.06,908,13.68,908,14.29,908,14.83,908,15.36,908,15.83,908,16.3,908,16.76,908,17.18,908,17.6,908,18,908,18.38,908,18.75,908,19.1,908,19.42,908,19.76,907,20.04,908,20.33,907,20.62,907,20.9,907,21.16,907,21.42,907,21.71,907,22,908,22.32,907,22.68,908,23.05,907,23.39,907,23.72
,,908,6.63,678,7.68,908,8.78,909,9.66,908,10.36,909,11.09,909,11.79,908,12.44,909,13.06,908,13.68,908,14.29,908,14.83,908,15.36,908,15.83,908,16.3,908,16.77,908,17.21,908,17.6,908,18.01,907,18.39,907,18.75,908,19.1,908,19.42,907,19.76,907,20.04,907,20.34,907,20.62,907,20.9,907,21.16,908,21.42,907,21.7,907,22.01,907,22.33,907,22.68,907,23.05,907,23.39,907,23.72
,,908,6.63,678,7.68,909,8.78,909,9.66,908,10.37,909,11.09,909,11.81,909,12.41,908,13.07,908,13.69,909,14.29,908,14.83,908,15.35,908,15.83,908,16.32,908,16.77,908,17.21,908,17.61,908,18.01,908,18.39,908,18.75,907,19.1,908,19.43,907,19.75,908,20.03,908,20.34,907,20.61,908,20.91,907,21.16,907,21.42,907,21.71,907,22.01,907,22.32,907,22.69,907,23.05,907,23.39,907,23.72
,,909,6.64,678,7.68,909,8.78,908,9.68,909,10.37,909,11.09,908,11.81,908,12.41,908,13.07,908,13.69,908,14.29,908,14.83,909,15.36,908,15.81,908,16.31,908,16.77,908,17.2,908,17.61,908,18.02,908,18.39,908,18.75,908,19.1,908,19.43,908,19.75,908,20.03,907,20.34,907,20.62,908,20.91,907,21.17,907,21.42,907,21.71,907,22.02,907,22.32,907,22.69,907,23.05,908,23.39,907,23.72
